Municipality,Year,Yield_restated
BIFROST-RIVERTON,2010,0.4692370698942288
BIFROST-RIVERTON,2011,0.8145381526548888
BOISSEVAIN-MORTON,1996,1.023076574326516
BOISSEVAIN-MORTON,1997,0.8689524976811672
BOISSEVAIN-MORTON,1998,0.9650633464238605
BOISSEVAIN-MORTON,1999,0.7638723695061154
BOISSEVAIN-MORTON,2000,1.0726259347657061
BOISSEVAIN-MORTON,2001,1.071148397553031
BOISSEVAIN-MORTON,2002,1.0321503360007178
BOISSEVAIN-MORTON,2003,1.1621867652776212
BOISSEVAIN-MORTON,2004,1.1939651419621937
BOISSEVAIN-MORTON,2005,0.9402448632260603
BOISSEVAIN-MORTON,2006,1.0892317164710688
BOISSEVAIN-MORTON,2007,1.1188568341417668
BOISSEVAIN-MORTON,2008,1.2576752627581729
BOISSEVAIN-MORTON,2009,1.4587883063983982
BOISSEVAIN-MORTON,2010,1.088311861083814
BOISSEVAIN-MORTON,2011,0.9076401745937055
BRENDA-WASKADA,1996,0.827454123702698
BRENDA-WASKADA,1997,0.6447610988646859
BRENDA-WASKADA,1998,0.8198125593268719
BRENDA-WASKADA,1999,0.5353233150954912
BRENDA-WASKADA,2000,0.9605538012699292
BRENDA-WASKADA,2001,0.8127563153282815
BRENDA-WASKADA,2002,0.6634855454437698
BRENDA-WASKADA,2003,0.8676728609224382
BRENDA-WASKADA,2004,1.0744420280255658
BRENDA-WASKADA,2005,0.680015863235924
BRENDA-WASKADA,2006,0.9115784703198839
BRENDA-WASKADA,2007,1.000843677919858
BRENDA-WASKADA,2008,0.9382848082325707
BRENDA-WASKADA,2009,1.274942458729299
BRENDA-WASKADA,2010,1.0365604643302109
BRENDA-WASKADA,2011,0.7093346212397619
BROKENHEAD,1996,1.00744566673764
BROKENHEAD,1997,0.8693490202943795
BROKENHEAD,1998,0.9491616147109044
BROKENHEAD,1999,1.1090121232404992
BROKENHEAD,2000,0.8271927603229026
BROKENHEAD,2001,0.626624496361865
BROKENHEAD,2002,0.9293173562046054
BROKENHEAD,2003,1.2599506817826136
BROKENHEAD,2004,1.2042000475991403
BROKENHEAD,2005,0.46542028730883545
BROKENHEAD,2006,1.2396465943561408
BROKENHEAD,2007,0.8328487881830959
BROKENHEAD,2008,1.1294846800023768
BROKENHEAD,2009,0.8720703699466182
BROKENHEAD,2010,0.6854485139589255
BROKENHEAD,2011,0.9030094529212421
CARTIER,1996,1.2381553711285413
CARTIER,1997,1.1360395186057182
CARTIER,1998,1.0424244572257835
CARTIER,1999,1.3507232233357875
CARTIER,2000,1.0372581783706414
CARTIER,2001,0.7957592426937926
CARTIER,2002,1.1352784824552882
CARTIER,2003,1.3612971173077513
CARTIER,2004,1.3573776840168954
CARTIER,2005,0.2641668551759062
CARTIER,2006,1.013782429200732
CARTIER,2007,1.3424967482763017
CARTIER,2008,1.3564373012250721
CARTIER,2009,1.3152556829940698
CARTIER,2010,0.8295753566575402
CARTIER,2011,0.5221801755885632
CARTWRIGHT-ROBLIN,1996,0.868873357641703
CARTWRIGHT-ROBLIN,1997,0.7860313106606743
CARTWRIGHT-ROBLIN,1998,0.9232064559162034
CARTWRIGHT-ROBLIN,1999,0.7640014091265099
CARTWRIGHT-ROBLIN,2000,1.0630448610757501
CARTWRIGHT-ROBLIN,2001,0.9634884251237985
CARTWRIGHT-ROBLIN,2002,0.7345818472256009
CARTWRIGHT-ROBLIN,2003,1.1021083218944134
CARTWRIGHT-ROBLIN,2004,1.206740433657973
CARTWRIGHT-ROBLIN,2005,0.8201460441389108
CARTWRIGHT-ROBLIN,2006,1.0505718722007755
CARTWRIGHT-ROBLIN,2007,1.064950072698466
CARTWRIGHT-ROBLIN,2008,1.250224840959607
CARTWRIGHT-ROBLIN,2009,1.303651993633515
CARTWRIGHT-ROBLIN,2010,1.2021199082104757
CARTWRIGHT-ROBLIN,2011,0.8922298969363789
CLANWILLIAM-ERICKSON,1996,0.8366682862485648
CLANWILLIAM-ERICKSON,1997,0.7696237112104275
CLANWILLIAM-ERICKSON,1998,1.0196074230948646
CLANWILLIAM-ERICKSON,1999,0.6584630593724525
CLANWILLIAM-ERICKSON,2000,0.8677832577084104
CLANWILLIAM-ERICKSON,2001,0.5531078456863346
CLANWILLIAM-ERICKSON,2002,0.9219289286621155
CLANWILLIAM-ERICKSON,2003,1.0483032346732866
CLANWILLIAM-ERICKSON,2004,0.8042326154129169
CLANWILLIAM-ERICKSON,2005,0.6178351278150642
CLANWILLIAM-ERICKSON,2006,1.0445697320624703
CLANWILLIAM-ERICKSON,2007,0.8760308725246598
CLANWILLIAM-ERICKSON,2008,1.4060244112248232
CLANWILLIAM-ERICKSON,2009,1.1796057645750657
CLANWILLIAM-ERICKSON,2010,0.963318154171929
CLANWILLIAM-ERICKSON,2011,0.937639447942034
COLDWELL,1996,1.5932526016099349
COLDWELL,1997,1.3484667029738544
COLDWELL,1998,1.0302928689828028
COLDWELL,1999,1.2737482615110882
COLDWELL,2000,1.4449656491346008
COLDWELL,2001,1.3518507275078957
COLDWELL,2002,0.7977872920806275
COLDWELL,2003,0.711735782959728
COLDWELL,2004,1.2086585248365298
COLDWELL,2005,1.254772233006016
COLDWELL,2006,1.0822872841575886
COLDWELL,2007,1.5370723495645617
COLDWELL,2008,1.574484551616265
COLDWELL,2009,1.3529436787281344
COLDWELL,2010,1.534005605089456
COLDWELL,2011,1.2734649351146852
CORNWALLIS,1996,1.345442731277534
CORNWALLIS,1997,0.8756391935223565
CORNWALLIS,1998,0.9174579626560134
CORNWALLIS,1999,0.8287269836485592
CORNWALLIS,2000,1.0148038939092794
CORNWALLIS,2001,0.9182744997826107
CORNWALLIS,2002,0.82932114240972
CORNWALLIS,2003,0.8134206148387869
CORNWALLIS,2004,1.272833465685565
CORNWALLIS,2005,1.0510501338020537
CORNWALLIS,2006,1.0279494856798665
CORNWALLIS,2007,0.9766439834103222
CORNWALLIS,2008,1.27358236037336
CORNWALLIS,2009,1.3101211420411156
CORNWALLIS,2010,1.0561835178535555
CORNWALLIS,2011,0.8847082315775056
DAUPHIN,1996,1.0337582105841956
DAUPHIN,1997,0.9591871342471397
DAUPHIN,1998,1.0123473425577536
DAUPHIN,1999,1.1350914229223914
DAUPHIN,2000,1.024220425617424
DAUPHIN,2001,0.9657976612405847
DAUPHIN,2002,0.9073566023395808
DAUPHIN,2003,1.0755889836001253
DAUPHIN,2004,1.2961237248802158
DAUPHIN,2005,0.9516893504938083
DAUPHIN,2006,0.985268748251338
DAUPHIN,2007,0.9006159311695046
DAUPHIN,2008,1.1668091146692903
DAUPHIN,2009,1.0687545809960892
DAUPHIN,2010,0.5692542474317639
DAUPHIN,2011,0.8353173439216086
DELORAINE-WINCHESTER,1996,0.9678906647157028
DELORAINE-WINCHESTER,1997,0.7209172743694012
DELORAINE-WINCHESTER,1998,0.9401267901118093
DELORAINE-WINCHESTER,1999,0.6900762576785864
DELORAINE-WINCHESTER,2000,1.0167513230897431
DELORAINE-WINCHESTER,2001,0.9550519095898347
DELORAINE-WINCHESTER,2002,0.7116353632805686
DELORAINE-WINCHESTER,2003,0.9139935083050597
DELORAINE-WINCHESTER,2004,1.1278823802080513
DELORAINE-WINCHESTER,2005,0.7378733742640606
DELORAINE-WINCHESTER,2006,0.956579217149887
DELORAINE-WINCHESTER,2007,0.9904716071370572
DELORAINE-WINCHESTER,2008,1.0130901281193345
DELORAINE-WINCHESTER,2009,1.3507116952617186
DELORAINE-WINCHESTER,2010,1.0314768085985064
DELORAINE-WINCHESTER,2011,0.7186060207563478
DESALABERRY,1996,1.1919975301291157
DESALABERRY,1997,0.7247752451734514
DESALABERRY,1998,0.9646406266683707
DESALABERRY,1999,1.1950005426525685
DESALABERRY,2000,0.9716136876956457
DESALABERRY,2001,0.4866145455382658
DESALABERRY,2002,0.9456322183795467
DESALABERRY,2003,1.30746840776998
DESALABERRY,2004,1.0877814003795023
DESALABERRY,2005,0.3021469648662025
DESALABERRY,2006,1.206126747542905
DESALABERRY,2007,1.3093382492606644
DESALABERRY,2008,1.454601384315574
DESALABERRY,2009,1.024075866843357
DESALABERRY,2010,1.1780992766495224
DESALABERRY,2011,1.0037285880073699
DUFFERIN,1996,1.4033012847352602
DUFFERIN,1997,1.1097283564052771
DUFFERIN,1998,1.5230179380875999
DUFFERIN,1999,1.5702435750105384
DUFFERIN,2000,1.532283571245046
DUFFERIN,2001,0.998912239010711
DUFFERIN,2002,1.2674510872195082
DUFFERIN,2003,1.9246150146112613
DUFFERIN,2004,1.1490979783246653
DUFFERIN,2005,0.7009044202503393
DUFFERIN,2006,1.7022283340790896
DUFFERIN,2007,1.6422674706783347
DUFFERIN,2008,2.015705368469628
DUFFERIN,2009,1.475067950814704
DUFFERIN,2010,1.476558738703249
DUFFERIN,2011,1.234557350961598
EAST ST PAUL,1999,1.276
EAST ST PAUL,2000,0.58
EAST ST PAUL,2001,0.222
EAST ST PAUL,2003,1.402
ELLICE-ARCHIE,1996,0.9283888689999004
ELLICE-ARCHIE,1997,0.6241874097091946
ELLICE-ARCHIE,1998,0.8256964027551719
ELLICE-ARCHIE,1999,0.7544577543822936
ELLICE-ARCHIE,2000,0.9528876773806534
ELLICE-ARCHIE,2001,0.8671844278071634
ELLICE-ARCHIE,2002,0.92806096696164
ELLICE-ARCHIE,2003,0.8699226944605557
ELLICE-ARCHIE,2004,0.9647066741105201
ELLICE-ARCHIE,2005,0.9151099844501488
ELLICE-ARCHIE,2006,1.0535092919884936
ELLICE-ARCHIE,2007,1.0392390319364717
ELLICE-ARCHIE,2008,1.1601202807210598
ELLICE-ARCHIE,2009,1.0607293748918771
ELLICE-ARCHIE,2010,1.097258395875614
ELLICE-ARCHIE,2011,0.9189710131991862
ELTON,1996,0.9812812468155516
ELTON,1997,0.8213369337246321
ELTON,1998,0.8431809361646939
ELTON,1999,0.6235683510541773
ELTON,2000,0.9879264614107259
ELTON,2001,0.8440781183751844
ELTON,2002,0.9807802133617297
ELTON,2003,0.9778438590035615
ELTON,2004,1.1140742888177546
ELTON,2005,0.8166746251320058
ELTON,2006,1.1151812895582975
ELTON,2007,0.9740015123490291
ELTON,2008,1.1941378191109957
ELTON,2009,1.19296592613744
ELTON,2010,1.11975613917436
ELTON,2011,0.7785199240404548
EMERSON-FRANKLIN,1996,1.0291860885787636
EMERSON-FRANKLIN,1997,0.6543086103159583
EMERSON-FRANKLIN,1998,0.9599273796390544
EMERSON-FRANKLIN,1999,1.0729162197480284
EMERSON-FRANKLIN,2000,1.1322311186799798
EMERSON-FRANKLIN,2001,0.5190590037801401
EMERSON-FRANKLIN,2002,0.8498415915995488
EMERSON-FRANKLIN,2003,1.2497239507906062
EMERSON-FRANKLIN,2004,0.9236659760374074
EMERSON-FRANKLIN,2005,0.2604300446055276
EMERSON-FRANKLIN,2006,1.1025132574425143
EMERSON-FRANKLIN,2007,1.2676106091313122
EMERSON-FRANKLIN,2008,1.4613325742951935
EMERSON-FRANKLIN,2009,0.9956977571680259
EMERSON-FRANKLIN,2010,1.1251577876638807
EMERSON-FRANKLIN,2011,0.9848082369471896
ETHELBERT,1996,0.8079544201169555
ETHELBERT,1997,0.7431279398406736
ETHELBERT,1998,0.6909875094311014
ETHELBERT,1999,0.9608156742430861
ETHELBERT,2000,0.89083377548687
ETHELBERT,2001,0.9172167665021408
ETHELBERT,2002,0.8377668895108237
ETHELBERT,2003,0.9662709857464544
ETHELBERT,2004,1.1772098526414596
ETHELBERT,2005,0.9190472792622775
ETHELBERT,2006,0.8690829646566127
ETHELBERT,2007,0.7833378324945988
ETHELBERT,2008,1.0249541891926746
ETHELBERT,2009,0.7690116368371345
ETHELBERT,2010,0.41093198392530983
ETHELBERT,2011,0.6375922734449461
FISHER,1996,1.0120656620699702
FISHER,1997,0.9291768607776301
FISHER,1998,0.9912464020542452
FISHER,1999,0.844061521919075
FISHER,2000,0.8660443456823075
FISHER,2001,0.8327501720557919
FISHER,2002,1.0013355315953025
FISHER,2003,0.822919219848447
FISHER,2004,1.4397441726993567
FISHER,2005,0.9806095931837562
FISHER,2006,1.2110831185673185
FISHER,2007,1.1797108326112686
FISHER,2008,0.8408862258819458
FISHER,2009,0.8865283650499953
FISHER,2010,0.5452357326819852
FISHER,2011,0.8100285992056107
GILBERT PLAINS,1996,1.065022435967996
GILBERT PLAINS,1997,1.0277990979141691
GILBERT PLAINS,1998,0.9446935581929305
GILBERT PLAINS,1999,1.1356299124776539
GILBERT PLAINS,2000,1.1034086771200895
GILBERT PLAINS,2001,1.0011210485197228
GILBERT PLAINS,2002,1.0203608618339983
GILBERT PLAINS,2003,0.8636673198456065
GILBERT PLAINS,2004,1.313114670095252
GILBERT PLAINS,2005,1.118966810993774
GILBERT PLAINS,2006,1.133015883448474
GILBERT PLAINS,2007,0.7352250155713547
GILBERT PLAINS,2008,1.2913675017340078
GILBERT PLAINS,2009,1.0536066302617346
GILBERT PLAINS,2010,0.698947462152416
GILBERT PLAINS,2011,0.7683372445465444
GIMLI,1996,0.9362755497067031
GIMLI,1997,0.6089387128149912
GIMLI,1998,0.8495923469767666
GIMLI,1999,1.0648440009859785
GIMLI,2000,0.7474148609642687
GIMLI,2001,0.5076286373278419
GIMLI,2002,0.7593443676425121
GIMLI,2003,1.0908382404464296
GIMLI,2004,0.9977106406580849
GIMLI,2005,0.28405055927984063
GIMLI,2006,0.9191998702242175
GIMLI,2007,0.8905291237905042
GIMLI,2008,0.513903415272034
GIMLI,2009,0.2754464545484341
GIMLI,2010,0.20279426412772078
GIMLI,2011,0.727831239272742
GLENBORO-SOUTH CYPRESS,1996,1.5917711555505898
GLENBORO-SOUTH CYPRESS,1997,1.0889636560732532
GLENBORO-SOUTH CYPRESS,1998,1.3723948052091466
GLENBORO-SOUTH CYPRESS,1999,1.2720691826689672
GLENBORO-SOUTH CYPRESS,2000,1.5005383631069225
GLENBORO-SOUTH CYPRESS,2001,1.3602569015307266
GLENBORO-SOUTH CYPRESS,2002,1.3671584213710608
GLENBORO-SOUTH CYPRESS,2003,1.3037797683853747
GLENBORO-SOUTH CYPRESS,2004,2.0027003414112388
GLENBORO-SOUTH CYPRESS,2005,1.6933301166867691
GLENBORO-SOUTH CYPRESS,2006,1.7506584422079656
GLENBORO-SOUTH CYPRESS,2007,1.8155047711111802
GLENBORO-SOUTH CYPRESS,2008,2.2129102240515164
GLENBORO-SOUTH CYPRESS,2009,2.1595169263799927
GLENBORO-SOUTH CYPRESS,2010,2.3145477698693746
GLENBORO-SOUTH CYPRESS,2011,2.0743331778715914
GLENELLA-LANSDOWNE,1996,0.9642987071481712
GLENELLA-LANSDOWNE,1997,0.8102474467488103
GLENELLA-LANSDOWNE,1998,0.9714885911307153
GLENELLA-LANSDOWNE,1999,0.7694445417721667
GLENELLA-LANSDOWNE,2000,1.046446794631857
GLENELLA-LANSDOWNE,2001,0.7759031855171358
GLENELLA-LANSDOWNE,2002,0.9746939897123112
GLENELLA-LANSDOWNE,2003,1.144121578023162
GLENELLA-LANSDOWNE,2004,1.2514867962972267
GLENELLA-LANSDOWNE,2005,0.822097145719379
GLENELLA-LANSDOWNE,2006,1.3511686848158628
GLENELLA-LANSDOWNE,2007,1.1763040264883609
GLENELLA-LANSDOWNE,2008,1.1853626427109702
GLENELLA-LANSDOWNE,2009,1.5590092376444973
GLENELLA-LANSDOWNE,2010,0.8648880001552709
GLENELLA-LANSDOWNE,2011,0.8631356545996984
GRAHAMDALE,1996,1.4697654476990154
GRAHAMDALE,1997,1.1065025394086532
GRAHAMDALE,1998,0.974036172416535
GRAHAMDALE,1999,1.1828413779877
GRAHAMDALE,2000,1.083324965306489
GRAHAMDALE,2001,1.0299456680594257
GRAHAMDALE,2002,0.9150373153660462
GRAHAMDALE,2003,0.5405136703098741
GRAHAMDALE,2004,1.3487310829096109
GRAHAMDALE,2005,1.1430282554086786
GRAHAMDALE,2006,1.1025282324762693
GRAHAMDALE,2007,1.3261720289942696
GRAHAMDALE,2008,1.1545050657073672
GRAHAMDALE,2009,1.0548557990402574
GRAHAMDALE,2010,0.9200671707420306
GRAHAMDALE,2011,0.8697964957528389
GRANDVIEW,1996,1.0073769485603832
GRANDVIEW,1997,1.0411198656532519
GRANDVIEW,1998,0.7284915716471602
GRANDVIEW,1999,1.0198667543562943
GRANDVIEW,2000,1.0332311431661765
GRANDVIEW,2001,1.0434588922220827
GRANDVIEW,2002,1.0760532890628647
GRANDVIEW,2003,0.7858185430989212
GRANDVIEW,2004,1.2586475025671398
GRANDVIEW,2005,1.1232800806388148
GRANDVIEW,2006,1.218931495094896
GRANDVIEW,2007,0.9273176290716706
GRANDVIEW,2008,1.3424331764674147
GRANDVIEW,2009,1.12465923132426
GRANDVIEW,2010,0.7730180369021529
GRANDVIEW,2011,0.8618931009877171
GRASSLAND,1996,1.004856943212529
GRASSLAND,1997,0.8271860338897614
GRASSLAND,1998,0.8773106664261996
GRASSLAND,1999,0.7592392536372576
GRASSLAND,2000,1.0472589558724639
GRASSLAND,2001,1.0040681132729923
GRASSLAND,2002,0.8017594654063218
GRASSLAND,2003,0.9104079341882094
GRASSLAND,2004,1.1689351550865226
GRASSLAND,2005,0.7943555434865235
GRASSLAND,2006,1.0039483870494292
GRASSLAND,2007,0.9784936999871389
GRASSLAND,2008,1.2255105792421082
GRASSLAND,2009,1.354731879843861
GRASSLAND,2010,1.145088505405371
GRASSLAND,2011,0.6717775810616974
GREY,1996,1.066720247168906
GREY,1997,1.0275956938296786
GREY,1998,1.0759430696062418
GREY,1999,1.1573826423325941
GREY,2000,1.0793794969275885
GREY,2001,0.6880443433864836
GREY,2002,1.0749820224266864
GREY,2003,1.4944199179032136
GREY,2004,1.2929769434164124
GREY,2005,0.36591870347479283
GREY,2006,1.121079700431497
GREY,2007,1.3472356547304984
GREY,2008,1.453793963662234
GREY,2009,1.2994123344539765
GREY,2010,1.0510312190676938
GREY,2011,0.6652236775271108
HAMIOTA,1996,1.0216819487496491
HAMIOTA,1997,0.8327043401335178
HAMIOTA,1998,0.9179186377043423
HAMIOTA,1999,0.8205157142090572
HAMIOTA,2000,0.9460939040598523
HAMIOTA,2001,1.0029655698951285
HAMIOTA,2002,1.0426313181107356
HAMIOTA,2003,0.9858603985763129
HAMIOTA,2004,0.983822139691196
HAMIOTA,2005,0.9042324807566592
HAMIOTA,2006,1.2551687400553453
HAMIOTA,2007,0.9297409917031336
HAMIOTA,2008,1.1976034604412378
HAMIOTA,2009,1.4830874576848683
HAMIOTA,2010,1.05671846678644
HAMIOTA,2011,0.8269486694637714
HANOVER,1996,2.0079776832225074
HANOVER,1997,1.1328447871311411
HANOVER,1998,1.0060240000332188
HANOVER,1999,1.2999578145122799
HANOVER,2000,1.0151507480721391
HANOVER,2001,0.8659234148369187
HANOVER,2002,1.2635447380578806
HANOVER,2003,1.6193625604917117
HANOVER,2004,1.0419649335423333
HANOVER,2005,0.544663390219367
HANOVER,2006,1.7202428836208399
HANOVER,2007,1.7259388836805403
HANOVER,2008,1.8909984373356998
HANOVER,2009,0.9089897610103358
HANOVER,2010,1.1414347153047397
HANOVER,2011,1.0388098477359076
HARRISON PARK,1996,1.0553915835675969
HARRISON PARK,1997,0.8413165118943252
HARRISON PARK,1998,0.9596710708119437
HARRISON PARK,1999,0.7544314043995538
HARRISON PARK,2000,0.8600118787632348
HARRISON PARK,2001,0.8774881705620771
HARRISON PARK,2002,0.974149421484051
HARRISON PARK,2003,1.0066758089578254
HARRISON PARK,2004,0.8989512007847483
HARRISON PARK,2005,0.8724546761468841
HARRISON PARK,2006,1.0268085530170759
HARRISON PARK,2007,0.8850595117458048
HARRISON PARK,2008,1.1196136098752762
HARRISON PARK,2009,1.01356877257217
HARRISON PARK,2010,0.9094656962944486
HARRISON PARK,2011,0.8970639271661035
HEADINGLEY,1996,0.8185037389081928
HEADINGLEY,1997,0.9098557046495002
HEADINGLEY,1998,1.0531411548732237
HEADINGLEY,1999,1.2703201976857719
HEADINGLEY,2000,0.723209656811724
HEADINGLEY,2001,0.45082268636992795
HEADINGLEY,2002,0.991002664866769
HEADINGLEY,2003,1.2560520581600516
HEADINGLEY,2004,1.3415869316046047
HEADINGLEY,2005,0.14142417962059173
HEADINGLEY,2006,0.889745222290109
HEADINGLEY,2007,1.0755685112325861
HEADINGLEY,2008,0.7960304079685299
HEADINGLEY,2009,0.7932884809230621
HEADINGLEY,2010,0.6366114635309291
HEADINGLEY,2011,0.8332121621807917
HILLSBURG-ROBLIN-SHELL RIVER,1996,1.1079549036542047
HILLSBURG-ROBLIN-SHELL RIVER,1997,0.9323052138065439
HILLSBURG-ROBLIN-SHELL RIVER,1998,1.0461750932616878
HILLSBURG-ROBLIN-SHELL RIVER,1999,1.2174168568646562
HILLSBURG-ROBLIN-SHELL RIVER,2000,1.1470215207467307
HILLSBURG-ROBLIN-SHELL RIVER,2001,1.0914667966629676
HILLSBURG-ROBLIN-SHELL RIVER,2002,0.8866345956606718
HILLSBURG-ROBLIN-SHELL RIVER,2003,0.94177489191368
HILLSBURG-ROBLIN-SHELL RIVER,2004,0.9688070466001888
HILLSBURG-ROBLIN-SHELL RIVER,2005,1.3702267115437077
HILLSBURG-ROBLIN-SHELL RIVER,2006,1.254893753783615
HILLSBURG-ROBLIN-SHELL RIVER,2007,0.8686193821159613
HILLSBURG-ROBLIN-SHELL RIVER,2008,1.3187397509027752
HILLSBURG-ROBLIN-SHELL RIVER,2009,1.1820140147054081
HILLSBURG-ROBLIN-SHELL RIVER,2010,1.251535771302688
HILLSBURG-ROBLIN-SHELL RIVER,2011,1.2222932688409203
KELSEY,1996,0.7591862057409975
KELSEY,1997,0.8526993595773268
KELSEY,1998,0.9668678119257388
KELSEY,1999,1.0102429017235375
KELSEY,2000,0.9695652544075537
KELSEY,2001,1.073896368654574
KELSEY,2002,0.9194198293497216
KELSEY,2003,1.1876227491824107
KELSEY,2004,0.8674505118041108
KELSEY,2005,0.8266850518834951
KELSEY,2006,0.9814136364542817
KELSEY,2007,0.5678065162088848
KELSEY,2008,1.1999764422832169
KELSEY,2009,1.2291386489254106
KELSEY,2010,0.9632037411439979
KELSEY,2011,0.7692705481847818
KILLARNEY-TURTLE MTN,1996,0.8788311583856374
KILLARNEY-TURTLE MTN,1997,0.815029821861121
KILLARNEY-TURTLE MTN,1998,0.9189016757698603
KILLARNEY-TURTLE MTN,1999,0.7197853395234245
KILLARNEY-TURTLE MTN,2000,1.0219882305798365
KILLARNEY-TURTLE MTN,2001,0.9903057916122836
KILLARNEY-TURTLE MTN,2002,0.8694115791476812
KILLARNEY-TURTLE MTN,2003,1.1651918322476937
KILLARNEY-TURTLE MTN,2004,1.0808898297189793
KILLARNEY-TURTLE MTN,2005,0.8848667872940331
KILLARNEY-TURTLE MTN,2006,0.980584415008873
KILLARNEY-TURTLE MTN,2007,1.0313728709314858
KILLARNEY-TURTLE MTN,2008,1.2729411079649315
KILLARNEY-TURTLE MTN,2009,1.391812661095054
KILLARNEY-TURTLE MTN,2010,1.1431112483879755
KILLARNEY-TURTLE MTN,2011,0.837559247781796
LA BROQUERIE,1996,1.2270245814653629
LA BROQUERIE,1998,0.3783540310701421
LA BROQUERIE,1999,0.7302023810288826
LA BROQUERIE,2000,0.5903106887147653
LA BROQUERIE,2002,1.5952483926580936
LA BROQUERIE,2003,1.5999754307864449
LA BROQUERIE,2004,0.7347344776930037
LA BROQUERIE,2005,0.9811061444043396
LA BROQUERIE,2006,1.0480882882181317
LA BROQUERIE,2007,1.5969159060245808
LA BROQUERIE,2008,1.3650202579128086
LA BROQUERIE,2009,0.8682614409919732
LA BROQUERIE,2010,0.8317387321769724
LA BROQUERIE,2011,1.2780321191302186
LAC DU BONNET,1996,1.0306562666359829
LAC DU BONNET,1997,0.9769416476094891
LAC DU BONNET,1998,0.9175562706045051
LAC DU BONNET,1999,1.0759775172780406
LAC DU BONNET,2000,0.8084990290310952
LAC DU BONNET,2001,0.6894302699853223
LAC DU BONNET,2002,0.8602825235015634
LAC DU BONNET,2003,1.1448335784582568
LAC DU BONNET,2004,1.0666954413867964
LAC DU BONNET,2005,0.33591979851400067
LAC DU BONNET,2006,1.2741588848711747
LAC DU BONNET,2007,0.5808850009168598
LAC DU BONNET,2008,1.0198462752041353
LAC DU BONNET,2009,0.618245854484086
LAC DU BONNET,2010,0.4334796546218162
LAC DU BONNET,2011,0.8159418857964071
LAKESHORE,1996,1.1222915899510004
LAKESHORE,1997,0.9318546226390985
LAKESHORE,1998,1.0254385114894182
LAKESHORE,1999,1.081014078809778
LAKESHORE,2000,1.1482219512601417
LAKESHORE,2001,0.9587420162683156
LAKESHORE,2002,0.8956618603910069
