Year,Municipality,Crop,Mean_Yield
1996,BOISSEVAIN-MORTON,ARGENTINE CANOLA,0.7412459072216255
1996,BOISSEVAIN-MORTON,BARLEY,1.4373745522631063
1996,BOISSEVAIN-MORTON,DURUM WHEAT,1.1049702406532016
1996,BOISSEVAIN-MORTON,EXTRA STRONG WHEAT,1.065
1996,BOISSEVAIN-MORTON,FIELD PEAS,1.032907386035776
1996,BOISSEVAIN-MORTON,FLAX,0.7463634725142686
1996,BOISSEVAIN-MORTON,LENTILS,0.766
1996,BOISSEVAIN-MORTON,OATS,1.02
1996,BOISSEVAIN-MORTON,PRAIRIE SPRING WHEAT,1.4344165671998093
1996,BOISSEVAIN-MORTON,RED SPRING WHEAT,1.0010532993486265
1996,BRENDA-WASKADA,ARGENTINE CANOLA,0.5486138342696629
1996,BRENDA-WASKADA,BARLEY,1.10389857076994
1996,BRENDA-WASKADA,DURUM WHEAT,0.8659058490976299
1996,BRENDA-WASKADA,EXTRA STRONG WHEAT,0.624
1996,BRENDA-WASKADA,FALL RYE,0.806
1996,BRENDA-WASKADA,FIELD PEAS,0.804
1996,BRENDA-WASKADA,FLAX,0.5198638613861386
1996,BRENDA-WASKADA,LENTILS,0.688
1996,BRENDA-WASKADA,MUSTARD,0.369
1996,BRENDA-WASKADA,OATS,1.0008693411851306
1996,BRENDA-WASKADA,PRAIRIE SPRING WHEAT,0.93
1996,BRENDA-WASKADA,RED SPRING WHEAT,0.841341201698902
1996,BROKENHEAD,ALFALFA,1.976
1996,BROKENHEAD,ARGENTINE CANOLA,0.8051072535647862
1996,BROKENHEAD,BARLEY,1.3221929586164298
1996,BROKENHEAD,CANARYSEED,0.3903788883222845
1996,BROKENHEAD,EXTRA STRONG WHEAT,1.011
1996,BROKENHEAD,FLAX,0.503
1996,BROKENHEAD,GRAIN CORN,1.575
1996,BROKENHEAD,NON-OIL SUNFLOWERS,0.888
1996,BROKENHEAD,OATS,1.0251045632333768
1996,BROKENHEAD,RED SPRING WHEAT,1.0779392527867906
1996,CARTIER,ARGENTINE CANOLA,0.8728735872750105
1996,CARTIER,BARLEY,1.7787598073927207
1996,CARTIER,CANARYSEED,0.6244770615978277
1996,CARTIER,EXTRA STRONG WHEAT,1.303
1996,CARTIER,FLAX,0.647432942522162
1996,CARTIER,OATS,1.5556773355839772
1996,CARTIER,PRAIRIE SPRING WHEAT,1.592
1996,CARTIER,RED SPRING WHEAT,1.2630113020028484
1996,CARTWRIGHT-ROBLIN,ALFALFA,2.129
1996,CARTWRIGHT-ROBLIN,ALFALFA/GRASS MIX.,1.762
1996,CARTWRIGHT-ROBLIN,ARGENTINE CANOLA,0.6266534562211982
1996,CARTWRIGHT-ROBLIN,BARLEY,1.3360643145423772
1996,CARTWRIGHT-ROBLIN,EXTRA STRONG WHEAT,0.862
1996,CARTWRIGHT-ROBLIN,FLAX,0.5025732056048041
1996,CARTWRIGHT-ROBLIN,OATS,1.0152303885630498
1996,CARTWRIGHT-ROBLIN,RED SPRING WHEAT,0.8604861893268974
1996,CLANWILLIAM-ERICKSON,ALFALFA,1.82
1996,CLANWILLIAM-ERICKSON,BARLEY,1.042635086823289
1996,CLANWILLIAM-ERICKSON,FLAX,0.319
1996,CLANWILLIAM-ERICKSON,OATS,1.135
1996,CLANWILLIAM-ERICKSON,PRAIRIE SPRING WHEAT,1.147
1996,CLANWILLIAM-ERICKSON,RED SPRING WHEAT,0.8682181208053691
1996,COLDWELL,ALFALFA,1.539
1996,COLDWELL,ALFALFA/GRASS MIX.,1.8349334965320279
1996,COLDWELL,BARLEY,1.367
1996,COLDWELL,OATS,0.912
1996,CORNWALLIS,ALFALFA,0.978
1996,CORNWALLIS,ALFALFA/GRASS MIX.,2.429
1996,CORNWALLIS,ARGENTINE CANOLA,0.7042193396226415
1996,CORNWALLIS,BARLEY,1.3562471368294151
1996,CORNWALLIS,FALL RYE,0.402
1996,CORNWALLIS,LENTILS,0.926
1996,CORNWALLIS,OATS,0.808640340218712
1996,CORNWALLIS,PRAIRIE SPRING WHEAT,1.071
1996,CORNWALLIS,PROC POTATOES-IRRIG,13.891
1996,CORNWALLIS,RED SPRING WHEAT,1.0429760720653092
1996,DAUPHIN,ALFALFA,2.363
1996,DAUPHIN,ALFALFA/GRASS MIX.,1.7063887915936953
1996,DAUPHIN,ARGENTINE CANOLA,0.6971302204573463
1996,DAUPHIN,BARLEY,1.3712642993833724
1996,DAUPHIN,EXTRA STRONG WHEAT,1.163
1996,DAUPHIN,FALL RYE,1.082
1996,DAUPHIN,FIELD PEAS,0.9609999999999999
1996,DAUPHIN,FLAX,0.5383235294117646
1996,DAUPHIN,GRASSES,1.060796266233766
1996,DAUPHIN,OATS,1.3159999999999998
1996,DAUPHIN,PRAIRIE SPRING WHEAT,1.3612697696509142
1996,DAUPHIN,RED SPRING WHEAT,1.065458217052533
1996,DELORAINE-WINCHESTER,ALFALFA,2.113
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,0.6341704688593423
1996,DELORAINE-WINCHESTER,BARLEY,1.3395889232553644
1996,DELORAINE-WINCHESTER,DURUM WHEAT,1.0232119560515616
1996,DELORAINE-WINCHESTER,FIELD PEAS,0.7769999999999999
1996,DELORAINE-WINCHESTER,FLAX,0.5572629482071714
1996,DELORAINE-WINCHESTER,OATS,1.032
1996,DELORAINE-WINCHESTER,PRAIRIE SPRING WHEAT,1.041
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,0.9583197118370388
1996,DESALABERRY,ARGENTINE CANOLA,0.7784095950155764
1996,DESALABERRY,BARLEY,1.578304344447035
1996,DESALABERRY,CANARYSEED,0.6206756756756757
1996,DESALABERRY,FLAX,0.630301290719115
1996,DESALABERRY,OATS,1.3173311684217164
1996,DESALABERRY,RED SPRING WHEAT,1.090751348492861
1996,DESALABERRY,SUGAR BEETS,15.032999999999998
1996,DUFFERIN,ARGENTINE CANOLA,0.8194920996441281
1996,DUFFERIN,BARLEY,1.5910421452629762
1996,DUFFERIN,BUCKWHEAT,0.326
1996,DUFFERIN,CANARYSEED,0.572
1996,DUFFERIN,EXTRA STRONG WHEAT,1.046
1996,DUFFERIN,FALL RYE,1.026
1996,DUFFERIN,FLAX,0.4944579337796272
1996,DUFFERIN,GRAIN CORN,2.2655704752604167
1996,DUFFERIN,NON-OIL SUNFLOWERS,0.8292076466710613
1996,DUFFERIN,OATS,1.2011261475688542
1996,DUFFERIN,PINTO BEANS,0.5042899686520376
1996,DUFFERIN,POLISH CANOLA,0.32
1996,DUFFERIN,PRAIRIE SPRING WHEAT,1.172
1996,DUFFERIN,PROC POTATOES-DRYLND,12.574
1996,DUFFERIN,PROC POTATOES-IRRIG,12.915000000000001
1996,DUFFERIN,RED SPRING WHEAT,1.1392407548125634
1996,DUFFERIN,WHITE PEA BEANS,0.661825828797625
1996,DUFFERIN,WINTER WHEAT,1.75
1996,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,1.2290726552179656
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,0.6554083958020989
1996,ELLICE-ARCHIE,BARLEY,1.1511514268488745
1996,ELLICE-ARCHIE,EXTRA STRONG WHEAT,1.043
1996,ELLICE-ARCHIE,FIELD PEAS,0.9749999999999999
1996,ELLICE-ARCHIE,FLAX,0.5178240200166806
1996,ELLICE-ARCHIE,OATS,1.044410432395333
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,0.9775054620608207
1996,ELLICE-ARCHIE,RED SPRING WHEAT,0.9118739367779611
1996,ELTON,ALFALFA/GRASS MIX.,1.703
1996,ELTON,ARGENTINE CANOLA,0.740711464944963
1996,ELTON,BARLEY,1.4078996975806453
1996,ELTON,DURUM WHEAT,1.061
1996,ELTON,EXTRA STRONG WHEAT,1.084
1996,ELTON,FIELD PEAS,0.919
1996,ELTON,FLAX,0.6700036733194563
1996,ELTON,OATS,1.0208126888217521
1996,ELTON,PRAIRIE SPRING WHEAT,1.287
1996,ELTON,RED SPRING WHEAT,1.0205806742245713
1996,EMERSON-FRANKLIN,ALFALFA,2.504
1996,EMERSON-FRANKLIN,ALFALFA/GRASS MIX.,1.734
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,0.70073976178822
1996,EMERSON-FRANKLIN,BARLEY,1.5284065817409769
1996,EMERSON-FRANKLIN,CANARYSEED,0.5513623355642743
1996,EMERSON-FRANKLIN,FABABEANS,1.203
1996,EMERSON-FRANKLIN,FIELD PEAS,0.9638928225024247
1996,EMERSON-FRANKLIN,FLAX,0.529994700340225
1996,EMERSON-FRANKLIN,OATS,1.367499856692462
1996,EMERSON-FRANKLIN,POLISH CANOLA,0.527
1996,EMERSON-FRANKLIN,PRAIRIE SPRING WHEAT,1.175
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,1.1087655109713246
1996,ETHELBERT,ALFALFA/GRASS MIX.,0.9550000000000001
1996,ETHELBERT,ARGENTINE CANOLA,0.524
1996,ETHELBERT,BARLEY,1.19
1996,ETHELBERT,EXTRA STRONG WHEAT,0.819
1996,ETHELBERT,FLAX,0.505
1996,ETHELBERT,OATS,0.89
1996,ETHELBERT,RED SPRING WHEAT,0.817147305680574
1996,FISHER,ALFALFA,2.596
1996,FISHER,ALFALFA/GRASS MIX.,1.722
1996,FISHER,ARGENTINE CANOLA,0.8007793764988009
1996,FISHER,BARLEY,1.3938364213197971
1996,FISHER,PED. ALFALFA SEED,0.151
1996,FISHER,PED. TIMOTHY SEED,0.09
1996,FISHER,POLISH CANOLA,0.372397510373444
1996,FISHER,RED SPRING WHEAT,0.9833199980766456
1996,GILBERT PLAINS,ALFALFA,1.7831492464754497
1996,GILBERT PLAINS,ALFALFA/GRASS MIX.,1.638
1996,GILBERT PLAINS,ARGENTINE CANOLA,0.6916972309449043
1996,GILBERT PLAINS,BARLEY,1.4852521541520691
1996,GILBERT PLAINS,CANARYSEED,0.258
1996,GILBERT PLAINS,EXTRA STRONG WHEAT,1.268
1996,GILBERT PLAINS,FLAX,0.49481960396039604
1996,GILBERT PLAINS,OATS,1.1914847082494968
1996,GILBERT PLAINS,PRAIRIE SPRING WHEAT,1.544
1996,GILBERT PLAINS,RED SPRING WHEAT,1.076339937434828
1996,GIMLI,ARGENTINE CANOLA,0.512
1996,GIMLI,OATS,1.228
1996,GIMLI,RED SPRING WHEAT,1.0220883049752316
1996,GLENBORO-SOUTH CYPRESS,ALFALFA,2.051402645113887
1996,GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,0.7012044678870617
1996,GLENBORO-SOUTH CYPRESS,BARLEY,1.488532309233595
1996,GLENBORO-SOUTH CYPRESS,EXTRA STRONG WHEAT,1.119
1996,GLENBORO-SOUTH CYPRESS,FALL RYE,0.8400000000000001
1996,GLENBORO-SOUTH CYPRESS,FLAX,0.616
1996,GLENBORO-SOUTH CYPRESS,GRAIN CORN,1.799
1996,GLENBORO-SOUTH CYPRESS,OATS,1.074472097951495
1996,GLENBORO-SOUTH CYPRESS,PROC POTATOES-DRYLND,9.756
1996,GLENBORO-SOUTH CYPRESS,PROC POTATOES-IRRIG,12.596
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,1.0543785483181736
1996,GLENELLA-LANSDOWNE,ALFALFA/GRASS MIX.,1.946
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,0.7269670763332958
1996,GLENELLA-LANSDOWNE,BARLEY,1.2853098785239514
1996,GLENELLA-LANSDOWNE,EXTRA STRONG WHEAT,1.288
1996,GLENELLA-LANSDOWNE,FALL RYE,0.88
1996,GLENELLA-LANSDOWNE,FLAX,0.5377488201363398
1996,GLENELLA-LANSDOWNE,OATS,0.9185129328621909
1996,GLENELLA-LANSDOWNE,POLISH CANOLA,0.447
1996,GLENELLA-LANSDOWNE,RED SPRING WHEAT,1.006197669305189
1996,GRAHAMDALE,ALFALFA,1.9171804511278197
1996,GRAHAMDALE,ALFALFA/GRASS MIX.,1.4951891568666535
1996,GRAHAMDALE,BARLEY,1.098
1996,GRAHAMDALE,GRASSES,1.583
1996,GRAHAMDALE,OATS,0.6972620320855615
1996,GRAHAMDALE,POLISH CANOLA,0.43
1996,GRAHAMDALE,RED SPRING WHEAT,0.9815788079470198
1996,GRANDVIEW,ALFALFA/GRASS MIX.,1.9710187529301453
1996,GRANDVIEW,ARGENTINE CANOLA,0.6803094987204577
1996,GRANDVIEW,BARLEY,1.2751958153085547
1996,GRANDVIEW,DURUM WHEAT,1.168
1996,GRANDVIEW,EXTRA STRONG WHEAT,1.121
1996,GRANDVIEW,FLAX,0.431
1996,GRANDVIEW,OATS,1.0324957724827057
1996,GRANDVIEW,POLISH CANOLA,0.321
1996,GRANDVIEW,PRAIRIE SPRING WHEAT,1.2413061686474252
1996,GRANDVIEW,RED SPRING WHEAT,0.9914094042880249
1996,GRASSLAND,ALFALFA,1.671983813859383
1996,GRASSLAND,ALFALFA/GRASS MIX.,1.359
1996,GRASSLAND,ARGENTINE CANOLA,0.6907222138383763
1996,GRASSLAND,BARLEY,1.5470151899842408
1996,GRASSLAND,DURUM WHEAT,1.099177933567017
1996,GRASSLAND,EXTRA STRONG WHEAT,1.1
1996,GRASSLAND,FALL RYE,0.928
1996,GRASSLAND,FIELD PEAS,0.8672530442530442
1996,GRASSLAND,FLAX,0.6135580648209392
1996,GRASSLAND,LENTILS,0.606
1996,GRASSLAND,NON-OIL SUNFLOWERS,0.796
1996,GRASSLAND,OATS,1.0886531832571227
1996,GRASSLAND,PRAIRIE SPRING WHEAT,1.2296898395721925
1996,GRASSLAND,RED SPRING WHEAT,1.0724678454975078
1996,GRASSLAND,WINTER WHEAT,1.254
1996,GREY,ALFALFA/GRASS MIX.,1.652
1996,GREY,ARGENTINE CANOLA,0.8351593114012693
1996,GREY,BARLEY,1.6197975280686858
1996,GREY,CANARYSEED,0.631
1996,GREY,EXTRA STRONG WHEAT,1.182
1996,GREY,FLAX,0.6092168882323978
1996,GREY,GRAIN CORN,1.876
1996,GREY,NON-OIL SUNFLOWERS,0.936
1996,GREY,OATS,1.2828613254740762
1996,GREY,RED SPRING WHEAT,1.1562547212915018
1996,HAMIOTA,ARGENTINE CANOLA,0.7557464617521925
1996,HAMIOTA,BARLEY,1.4100070012729586
1996,HAMIOTA,DURUM WHEAT,1.011
1996,HAMIOTA,EXTRA STRONG WHEAT,1.049
1996,HAMIOTA,FIELD PEAS,1.0037738158594998
1996,HAMIOTA,FLAX,0.605
1996,HAMIOTA,LENTILS,0.778
1996,HAMIOTA,OATS,1.198
1996,HAMIOTA,POLISH CANOLA,0.328
1996,HAMIOTA,PRAIRIE SPRING WHEAT,1.164
1996,HAMIOTA,RED SPRING WHEAT,1.0555238943054965
1996,HANOVER,ARGENTINE CANOLA,0.8990587170721899
1996,HANOVER,BARLEY,1.7227084825016439
1996,HANOVER,OATS,1.298999071925754
1996,HANOVER,PRAIRIE SPRING WHEAT,1.474
1996,HANOVER,RED SPRING WHEAT,1.2372295933659707
1996,HANOVER,SUGAR BEETS,14.865
1996,HARRISON PARK,ALFALFA,2.0700255451713394
1996,HARRISON PARK,ARGENTINE CANOLA,0.7523426704014939
1996,HARRISON PARK,BARLEY,1.311996950832169
1996,HARRISON PARK,EXTRA STRONG WHEAT,1.2819022620571918
1996,HARRISON PARK,FLAX,0.6447456732179525
1996,HARRISON PARK,OATS,1.1592979656960511
1996,HARRISON PARK,POLISH CANOLA,0.49
1996,HARRISON PARK,PRAIRIE SPRING WHEAT,1.1007384615384614
1996,HARRISON PARK,RED SPRING WHEAT,0.9938030487275253
1996,HEADINGLEY,ARGENTINE CANOLA,0.598
1996,HEADINGLEY,FLAX,0.512
1996,HEADINGLEY,OATS,1.151
1996,HEADINGLEY,RED SPRING WHEAT,0.9650844412504491
1996,HILLSBURG-ROBLIN-SHELL RIVER,ALFALFA,1.750254192409532
1996,HILLSBURG-ROBLIN-SHELL RIVER,ALFALFA/GRASS MIX.,1.4381006886725243
1996,HILLSBURG-ROBLIN-SHELL RIVER,ARGENTINE CANOLA,0.7299567452235477
1996,HILLSBURG-ROBLIN-SHELL RIVER,BARLEY,1.2513791316776846
1996,HILLSBURG-ROBLIN-SHELL RIVER,EXTRA STRONG WHEAT,1.0654823295171727
1996,HILLSBURG-ROBLIN-SHELL RIVER,FIELD PEAS,1.046
1996,HILLSBURG-ROBLIN-SHELL RIVER,FLAX,0.6117061855670103
1996,HILLSBURG-ROBLIN-SHELL RIVER,OATS,1.0021620382165606
1996,HILLSBURG-ROBLIN-SHELL RIVER,PRAIRIE SPRING WHEAT,1.6485745088032662
1996,HILLSBURG-ROBLIN-SHELL RIVER,RED SPRING WHEAT,1.0427471191990427
1996,KELSEY,ALFALFA/GRASS MIX.,1.778
1996,KELSEY,BARLEY,0.8456167129201357
1996,KELSEY,OATS,0.795
1996,KELSEY,POLISH CANOLA,0.4491716243575767
1996,KELSEY,RED SPRING WHEAT,0.9227462622810764
1996,KILLARNEY-TURTLE MTN,ARGENTINE CANOLA,0.6644540999057493
1996,KILLARNEY-TURTLE MTN,BARLEY,1.3993372673626874
1996,KILLARNEY-TURTLE MTN,EXTRA STRONG WHEAT,0.885
1996,KILLARNEY-TURTLE MTN,FLAX,0.5793766686590954
1996,KILLARNEY-TURTLE MTN,LENTILS,0.42
1996,KILLARNEY-TURTLE MTN,OATS,0.9554113991477273
1996,KILLARNEY-TURTLE MTN,RED SPRING WHEAT,0.9163564539531708
1996,LA BROQUERIE,ALFALFA,2.106
1996,LA BROQUERIE,BARLEY,1.1657150837988828
1996,LAC DU BONNET,ARGENTINE CANOLA,0.854062614678899
1996,LAC DU BONNET,BARLEY,1.7035582796592563
1996,LAC DU BONNET,CANARYSEED,0.5369692066805846
1996,LAC DU BONNET,FLAX,0.3
1996,LAC DU BONNET,OATS,1.3394264283434407
1996,LAC DU BONNET,PED. ALFALFA SEED,0.134
1996,LAC DU BONNET,RED SPRING WHEAT,1.0834721614393386
1996,LAKESHORE,ALFALFA,1.806
1996,LAKESHORE,ALFALFA/GRASS MIX.,1.541517014270033
1996,LAKESHORE,ARGENTINE CANOLA,0.7764588061901253
1996,LAKESHORE,BARLEY,1.440110535982635
1996,LAKESHORE,CANARYSEED,0.405
1996,LAKESHORE,DURUM WHEAT,1.319
1996,LAKESHORE,EXTRA STRONG WHEAT,1.088
1996,LAKESHORE,OATS,1.1575335786568537
1996,LAKESHORE,RAPESEED,0.725
1996,LAKESHORE,RED SPRING WHEAT,1.0763977365029511
1996,LORNE,ALFALFA,2.146998719590269
1996,LORNE,ALFALFA/GRASS MIX.,1.871
1996,LORNE,ARGENTINE CANOLA,0.8269872751798562
1996,LORNE,BARLEY,1.6394546171776943
1996,LORNE,BUCKWHEAT,0.724
1996,LORNE,DURUM WHEAT,1.089
1996,LORNE,EXTRA STRONG WHEAT,1.288
1996,LORNE,FLAX,0.6423168738650651
1996,LORNE,OATS,1.3061389369057907
1996,LORNE,RED SPRING WHEAT,1.1593166887188633
1996,LOUISE,ARGENTINE CANOLA,0.7517487295988522
1996,LOUISE,BARLEY,1.5043772026939757
1996,LOUISE,DURUM WHEAT,0.9400000000000001
1996,LOUISE,EXTRA STRONG WHEAT,1.064
1996,LOUISE,FIELD PEAS,0.883
1996,LOUISE,FLAX,0.6042586743240008
1996,LOUISE,OATS,1.060480533926585
1996,LOUISE,RED SPRING WHEAT,1.05215805009257
1996,MACDONALD,ALFALFA,2.792008058017728
1996,MACDONALD,ARGENTINE CANOLA,0.8614495308655329
1996,MACDONALD,BARLEY,1.749804700694314
1996,MACDONALD,CANARYSEED,0.6363338970311913
1996,MACDONALD,EXTRA STRONG WHEAT,1.185
1996,MACDONALD,FIELD PEAS,1.263
1996,MACDONALD,FLAX,0.6640367961165049
1996,MACDONALD,OATS,1.4570929320781545
1996,MACDONALD,POLISH CANOLA,0.4129999999999999
1996,MACDONALD,RED SPRING WHEAT,1.1516243590346709
1996,MCCREARY,ALFALFA/GRASS MIX.,1.6938804040404039
1996,MCCREARY,ARGENTINE CANOLA,0.7819100233100233
1996,MCCREARY,BARLEY,1.5185895669291338
1996,MCCREARY,FLAX,0.6461881898454747
1996,MCCREARY,OATS,1.165
1996,MCCREARY,POLISH CANOLA,0.4324931656642974
1996,MCCREARY,RED SPRING WHEAT,1.0689220649932447
1996,MINITONAS-BOWSMAN,ALFALFA/GRASS MIX.,1.972
1996,MINITONAS-BOWSMAN,ARGENTINE CANOLA,0.7249524105227504
1996,MINITONAS-BOWSMAN,BARLEY,1.2998934172934524
1996,MINITONAS-BOWSMAN,EXTRA STRONG WHEAT,1.071
1996,MINITONAS-BOWSMAN,FIELD PEAS,0.7760000000000001
1996,MINITONAS-BOWSMAN,FLAX,0.302
1996,MINITONAS-BOWSMAN,OATS,1.000451108518086
1996,MINITONAS-BOWSMAN,POLISH CANOLA,0.35891470145509285
1996,MINITONAS-BOWSMAN,PRAIRIE SPRING WHEAT,1.2802906857727738
1996,MINITONAS-BOWSMAN,RED SPRING WHEAT,0.98422947097955
1996,MINTO-ODANAH,ARGENTINE CANOLA,0.8050748778729878
1996,MINTO-ODANAH,BARLEY,1.449555364596121
1996,MINTO-ODANAH,DURUM WHEAT,0.948
1996,MINTO-ODANAH,EXTRA STRONG WHEAT,1.083
1996,MINTO-ODANAH,FIELD PEAS,1.059
1996,MINTO-ODANAH,FLAX,0.6447986356438056
1996,MINTO-ODANAH,OATS,1.2035741965973534
1996,MINTO-ODANAH,PRAIRIE SPRING WHEAT,1.232
1996,MINTO-ODANAH,RED SPRING WHEAT,1.0225676188606394
1996,MONTCALM,ARGENTINE CANOLA,0.7675896785109982
1996,MONTCALM,BARLEY,1.6235732395589129
1996,MONTCALM,BUCKWHEAT,0.43
1996,MONTCALM,CANARYSEED,0.6407692307692308
1996,MONTCALM,FIELD PEAS,0.69126679731243
1996,MONTCALM,FLAX,0.6127269089162798
1996,MONTCALM,GRAIN CORN,2.325
1996,MONTCALM,OATS,1.3839645580978017
1996,MONTCALM,OIL SUNFLOWERS,0.768
1996,MONTCALM,PINTO BEANS,0.557
1996,MONTCALM,POLISH CANOLA,0.423
1996,MONTCALM,RED SPRING WHEAT,1.1675806451612905
1996,MONTCALM,SUGAR BEETS,16.577630559916273
1996,MONTCALM,WHITE PEA BEANS,0.59
1996,MORRIS,ARGENTINE CANOLA,0.8052310521266389
1996,MORRIS,BARLEY,1.6744412195121952
1996,MORRIS,CANARYSEED,0.665788309352518
1996,MORRIS,EXTRA STRONG WHEAT,1.209
1996,MORRIS,FIELD PEAS,1.0328983347940404
1996,MORRIS,FLAX,0.6412317519962423
1996,MORRIS,OATS,1.3837276747590581
1996,MORRIS,OIL SUNFLOWERS,0.739
1996,MORRIS,POLISH CANOLA,0.432
1996,MORRIS,RED SPRING WHEAT,1.1406098113207548
1996,MOSSEY RIVER,ALFALFA,1.68
1996,MOSSEY RIVER,ALFALFA/GRASS MIX.,1.0604884225759768
1996,MOSSEY RIVER,ARGENTINE CANOLA,0.5521654768442247
1996,MOSSEY RIVER,BARLEY,1.1238830514573586
1996,MOSSEY RIVER,CANARYSEED,0.506
1996,MOSSEY RIVER,EXTRA STRONG WHEAT,0.879
1996,MOSSEY RIVER,OATS,1.171
1996,MOSSEY RIVER,RED SPRING WHEAT,0.912867933867934
1996,MOUNTAIN,ALFALFA,2.578
1996,MOUNTAIN,ALFALFA/GRASS MIX.,1.791937387116195
1996,MOUNTAIN,ARGENTINE CANOLA,0.5632616847462167
1996,MOUNTAIN,BARLEY,1.1484429447852762
1996,MOUNTAIN,EXTRA STRONG WHEAT,1.145
1996,MOUNTAIN,FLAX,0.394
1996,MOUNTAIN,GRASSES,0.975
1996,MOUNTAIN,OATS,0.7320000000000001
1996,MOUNTAIN,POLISH CANOLA,0.27218023686158405
1996,MOUNTAIN,PRAIRIE SPRING WHEAT,0.9790000000000001
1996,MOUNTAIN,RED SPRING WHEAT,0.8270986223703188
1996,NORFOLK-TREHERNE,ARGENTINE CANOLA,0.7833052089346774
1996,NORFOLK-TREHERNE,BARLEY,1.4885189228529838
1996,NORFOLK-TREHERNE,EXTRA STRONG WHEAT,1.212
1996,NORFOLK-TREHERNE,FLAX,0.6477232235840744
1996,NORFOLK-TREHERNE,GRAIN CORN,2.097
1996,NORFOLK-TREHERNE,NON-OIL SUNFLOWERS,0.927
1996,NORFOLK-TREHERNE,OATS,1.2835425387333514
1996,NORFOLK-TREHERNE,RED SPRING WHEAT,1.1596329431438126
1996,NORFOLK-TREHERNE,WINTER WHEAT,1.961
1996,NORTH CYPRESS-LANGFORD,ALFALFA,2.317184065934066
1996,NORTH CYPRESS-LANGFORD,ALFALFA/GRASS MIX.,1.437
1996,NORTH CYPRESS-LANGFORD,ARGENTINE CANOLA,0.7532378015144676
1996,NORTH CYPRESS-LANGFORD,BARLEY,1.4524711959924859
1996,NORTH CYPRESS-LANGFORD,DURUM WHEAT,1.0
1996,NORTH CYPRESS-LANGFORD,EXTRA STRONG WHEAT,1.094
1996,NORTH CYPRESS-LANGFORD,FALL RYE,0.8937046632124352
1996,NORTH CYPRESS-LANGFORD,FLAX,0.6524184203689269
1996,NORTH CYPRESS-LANGFORD,OATS,0.9746916017338029
1996,NORTH CYPRESS-LANGFORD,OIL SUNFLOWERS,0.84
1996,NORTH CYPRESS-LANGFORD,PRAIRIE SPRING WHEAT,1.283
